READING_ID,TIMESTAMP,CONTAINER_ID,COMMODITY,CATEGORY,PRICE_PER_KG,SHELF_LIFE_DAYS,OPTIMAL_TEMP_MIN,OPTIMAL_TEMP_MAX,RISK_LEVEL,ROUTE_KEY,SOURCE,DESTINATION,TEMPERATURE,HUMIDITY,VIBRATION,BATTERY_LEVEL,SPEED,LATITUDE,LONGITUDE
R001928,2026-08-05 19:04:00.000 -0700,A110,Pineapple,Fruits,90,20,7,10,Low,Nashik -> Delhi,Nashik,Delhi,8.5,87,0.65,99,58.3,10.940184,76.911139
R001929,2026-08-05 19:04:05.000 -0700,A106,Cauliflower,Vegetables,55,20,0,2,Medium,Hyderabad -> Kolkata,Hyderabad,Kolkata,1,100,0.42,43,58.5,30.550144,76.962999
R001930,2026-08-05 19:04:10.000 -0700,A111,Green Peas,Vegetables,120,14,0,2,Medium,Bengaluru -> Kochi,Bengaluru,Kochi,1,93,0.36,42,48,30.806664,76.232671
R001931,2026-08-05 19:04:15.000 -0700,A107,Potato,Vegetables,30,90,4,8,Low,Indore -> Delhi,Indore,Delhi,6,91,0.31,52,47.9,22.814695,75.682049
R001933,2026-08-05 19:04:25.000 -0700,A107,Cauliflower,Vegetables,55,20,0,2,Medium,Delhi -> Amritsar,Delhi,Amritsar,1,100,0.61,51,55.5,30.061962,76.510292
R001937,2026-08-05 19:04:45.000 -0700,A114,Grapes,Fruits,120,21,0,2,Medium,Bengaluru -> Kochi,Bengaluru,Kochi,1,93,0.14,93,48.7,20.409122,73.976146
R001939,2026-08-05 19:04:55.000 -0700,A103,Cabbage,Vegetables,30,60,0,2,Low,Chennai -> Coimbatore,Chennai,Coimbatore,1,95,0.28,98,56.8,30.891991,76.373688
R001942,2026-08-05 19:05:10.000 -0700,A102,Tomato,Vegetables,35,14,8,12,Low,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,10,88,0.78,92,63.8,22.284627,75.001951
R001944,2026-08-05 19:05:20.000 -0700,A104,Pineapple,Fruits,90,20,7,10,Low,Kolkata -> Guwahati,Kolkata,Guwahati,8.5,85,0.65,82,66.6,11.373097,76.724398
R001945,2026-08-05 19:05:25.000 -0700,A103,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Delhi -> Amritsar,Delhi,Amritsar,7.5,87,0.42,67,80,17.125694,78.116589
R001947,2026-08-05 19:05:35.000 -0700,A108,Frozen Corn,Frozen Foods,160,365,-20,-18,Medium,Mumbai -> Ahmedabad,Mumbai,Ahmedabad,-19,51,0.54,90,56.1,23.0621,76.012569
R001951,2026-08-05 19:05:55.000 -0700,A115,Papaya,Fruits,70,10,10,13,Low,Ahmedabad -> Delhi,Ahmedabad,Delhi,11.5,90,0.46,96,49.2,17.957196,78.130033
R001952,2026-08-05 19:06:00.000 -0700,A107,Papaya,Fruits,70,10,10,13,Low,Delhi -> Amritsar,Delhi,Amritsar,11.5,87,0.3,62,36.8,16.12546,79.296871
R001954,2026-08-05 19:06:10.000 -0700,A104,Cauliflower,Vegetables,55,20,0,2,Medium,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,1,97,0.12,76,61.2,30.569884,76.016132
R001955,2026-08-05 19:06:15.000 -0700,A110,Papaya,Fruits,70,10,10,13,Low,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,11.5,90,0.44,63,39.6,17.34824,79.031501
R001957,2026-08-05 19:06:25.000 -0700,A105,Carrot,Vegetables,50,60,0,4,Low,Mumbai -> Delhi,Mumbai,Delhi,2,95,0.66,89,51.7,30.919488,76.615746
R001958,2026-08-05 19:06:30.000 -0700,A113,Potato,Vegetables,30,90,4,8,Low,Delhi -> Amritsar,Delhi,Amritsar,6,90,0.19,92,59.9,22.655247,75.749702
R001959,2026-08-05 19:06:35.000 -0700,A103,Green Peas,Vegetables,120,14,0,2,Medium,Kolkata -> Guwahati,Kolkata,Guwahati,1,93,0.55,47,76,30.577324,76.772489
R001960,2026-08-05 19:06:40.000 -0700,A105,Cauliflower,Vegetables,55,20,0,2,Medium,Mumbai -> Goa,Mumbai,Goa,1,100,0.7,53,65,30.405753,76.489146
R001961,2026-08-05 19:06:45.000 -0700,A109,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Pune -> Lucknow,Pune,Lucknow,7.5,89,0.8,44,80,17.557515,78.344831
R001966,2026-08-05 19:07:10.000 -0700,A107,Cabbage,Vegetables,30,60,0,2,Low,Hyderabad -> Chennai,Hyderabad,Chennai,1,99,0.78,72,88,30.989675,76.173809
R001967,2026-08-05 19:07:15.000 -0700,A107,Potato,Vegetables,30,90,4,8,Low,Hyderabad -> Chennai,Hyderabad,Chennai,6,91,0.53,90,80.9,23.346379,75.986063
R001968,2026-08-05 19:07:20.000 -0700,A110,Papaya,Fruits,70,10,10,13,Low,Hyderabad -> Chennai,Hyderabad,Chennai,11.5,85,0.62,50,69.7,17.610205,78.443888
R001970,2026-08-05 19:07:30.000 -0700,A102,Frozen French Fries,Frozen Foods,220,365,-20,-18,Medium,Mumbai -> Jaipur,Mumbai,Jaipur,-19,44,0.3,43,76,19.622412,72.80197
R001971,2026-08-05 19:07:35.000 -0700,A104,Cauliflower,Vegetables,55,20,0,2,Medium,Surat -> Pune,Surat,Pune,1,99,0.72,72,73.6,30.084126,76.118675
R001972,2026-08-05 19:07:40.000 -0700,A104,Apple,Fruits,180,45,0,4,Medium,Kolkata -> Guwahati,Kolkata,Guwahati,2,92,0.61,96,68.5,34.333786,74.617359
R001973,2026-08-05 19:07:45.000 -0700,A115,Cauliflower,Vegetables,55,20,0,2,Medium,Surat -> Pune,Surat,Pune,1,96,0.19,90,45.9,30.066151,76.125629
R001974,2026-08-05 19:07:50.000 -0700,A108,Orange,Fruits,80,30,3,8,Low,Pune -> Hyderabad,Pune,Hyderabad,5.5,90,0.19,61,77.1,20.30909,78.704708
R001975,2026-08-05 19:07:55.000 -0700,A101,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Indore -> Bhopal,Indore,Bhopal,7.5,,0.41,84,36.9,17.662435,78.110688
R001976,2026-08-05 19:08:00.000 -0700,A111,Onion,Vegetables,40,120,0,4,Low,Hyderabad -> Kolkata,Hyderabad,Kolkata,2,75,0.33,80,77.7,20.476727,74.908839
R001978,2026-08-05 19:08:10.000 -0700,A112,Cauliflower,Vegetables,55,20,0,2,Medium,Surat -> Pune,Surat,Pune,1,95,0.36,52,47.2,30.040308,76.618592
R001980,2026-08-05 19:08:21.000 -0700,A113,Frozen Corn,Frozen Foods,160,365,-20,-18,Medium,Nashik -> Jaipur,Nashik,Jaipur,-19,50,0.9,60,75.6,23.136901,75.645997
R001982,2026-08-05 19:08:31.000 -0700,A107,Potato,Vegetables,30,90,4,8,Low,Hyderabad -> Chennai,Hyderabad,Chennai,6,95,0.73,96,86.3,22.549391,75.469585
R001986,2026-08-05 19:08:51.000 -0700,A103,Tomato,Vegetables,35,14,8,12,Low,Kochi -> Mumbai,Kochi,Mumbai,10,88,0.5,46,35.7,23.289563,76.229643
R001988,2026-08-05 19:09:01.000 -0700,A112,Capsicum,Vegetables,80,21,7,10,Medium,Surat -> Pune,Surat,Pune,8.5,93,0.61,64,73.8,12.510761,77.455603
R001990,2026-08-05 19:09:11.000 -0700,A101,Frozen Peas,Frozen Foods,180,365,-20,-18,Medium,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,-19,43,0.92,66,74.1,30.851569,76.109503
R001992,2026-08-05 19:09:21.000 -0700,A112,Mango,Fruits,220,14,10,13,Medium,Hyderabad -> Bengaluru,Hyderabad,Bengaluru,11.5,86,0.61,55,88.5,17.808984,74.517067
R001994,2026-08-05 19:09:31.000 -0700,A105,Frozen Peas,Frozen Foods,180,365,-20,-18,Medium,Pune -> Hyderabad,Pune,Hyderabad,-19,50,0.88,52,43.9,30.409118,76.187837
R001995,2026-08-05 19:09:36.000 -0700,A101,Banana,Fruits,45,12,13,15,Medium,Indore -> Delhi,Indore,Delhi,14,,0.75,43,83.2,16.579193,80.408934
R001996,2026-08-05 19:09:41.000 -0700,A114,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Lucknow -> Patna,Lucknow,Patna,7.5,88,0.74,80,43.1,17.422567,78.839146
R001997,2026-08-05 19:09:46.000 -0700,A107,Green Peas,Vegetables,120,14,0,2,Medium,Mumbai -> Ahmedabad,Mumbai,Ahmedabad,1,92,0.66,59,58.1,30.529507,76.276696
R001998,2026-08-05 19:09:51.000 -0700,A104,Banana,Fruits,45,12,13,15,Medium,Mumbai -> Jaipur,Mumbai,Jaipur,14,85,0.31,75,60.7,16.584775,80.210388
R001999,2026-08-05 19:09:56.000 -0700,A103,Onion,Vegetables,40,120,0,4,Low,Pune -> Nagpur,Pune,Nagpur,2,72,0.12,44,54,20.413004,74.259913
R002002,2026-08-05 19:10:11.000 -0700,A112,Cauliflower,Vegetables,55,20,0,2,Medium,Indore -> Delhi,Indore,Delhi,1,100,0.56,93,81.9,30.154277,76.554288
R002004,2026-08-05 19:10:21.000 -0700,A108,Apple,Fruits,180,45,0,4,Medium,Kochi -> Mumbai,Kochi,Mumbai,2,94,0.63,82,64.1,34.22048,75.071779
R002005,2026-08-05 19:10:26.000 -0700,A105,Pineapple,Fruits,90,20,7,10,Low,Hyderabad -> Chennai,Hyderabad,Chennai,8.5,86,0.45,88,48.5,10.867927,77.072409
R002006,2026-08-05 19:10:31.000 -0700,A107,Potato,Vegetables,30,90,4,8,Low,Nashik -> Jaipur,Nashik,Jaipur,6,93,0.49,54,55.8,22.519839,76.103122
R002007,2026-08-05 19:10:36.000 -0700,A110,Mango,Fruits,220,14,10,13,Medium,Indore -> Delhi,Indore,Delhi,11.5,90,0.6,78,85.7,17.935644,74.647784
R002011,2026-08-05 19:10:56.000 -0700,A109,Banana,Fruits,45,12,13,15,Medium,Nagpur -> Raipur,Nagpur,Raipur,14,86,0.24,95,51.3,17.20436,81.052109
R002012,2026-08-05 19:11:01.000 -0700,A106,Capsicum,Vegetables,80,21,7,10,Medium,Delhi -> Amritsar,Delhi,Amritsar,8.5,91,0.77,79,30.8,13.407872,77.413518
R002016,2026-08-05 19:11:21.000 -0700,A114,Pineapple,Fruits,90,20,7,10,Low,Chennai -> Coimbatore,Chennai,Coimbatore,8.5,87,0.36,58,68.2,10.672952,77.333618
R002017,2026-08-05 19:11:26.000 -0700,A104,Capsicum,Vegetables,80,21,7,10,Medium,Bengaluru -> Kochi,Bengaluru,Kochi,8.5,95,0.55,92,69.5,12.537297,77.327437
R002018,2026-08-05 19:11:31.000 -0700,A101,Frozen French Fries,Frozen Foods,220,365,-20,-18,Medium,Kochi -> Bengaluru,Kochi,Bengaluru,-19,56,0.22,94,44.5,19.939281,73.006117
R002019,2026-08-05 19:11:36.000 -0700,A101,Green Peas,Vegetables,120,14,0,2,Medium,Chennai -> Coimbatore,Chennai,Coimbatore,1,94,0.37,86,63.7,30.668398,76.03579
R002026,2026-08-05 19:12:11.000 -0700,A115,Orange,Fruits,80,30,3,8,Low,Kochi -> Mumbai,Kochi,Mumbai,5.5,90,0.15,72,45.8,21.484384,79.574984
R002030,2026-08-05 19:12:32.000 -0700,A109,Papaya,Fruits,70,10,10,13,Low,Pune -> Lucknow,Pune,Lucknow,11.5,88,0.5,71,54.6,17.176519,78.043928
R002034,2026-08-05 19:12:52.000 -0700,A114,Potato,Vegetables,30,90,4,8,Low,Nagpur -> Hyderabad,Nagpur,Hyderabad,6,93,0.35,65,74.6,22.238306,76.137661
R002037,2026-08-05 19:13:07.000 -0700,A111,Potato,Vegetables,30,90,4,8,Low,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,6,91,0.31,67,82.7,23.081595,76.157471
R002039,2026-08-05 19:13:17.000 -0700,A105,Frozen Corn,Frozen Foods,160,365,-20,-18,Medium,Kolkata -> Guwahati,Kolkata,Guwahati,-19,60,0.13,41,70.4,22.511843,76.348234
R002040,2026-08-05 19:13:22.000 -0700,A101,Onion,Vegetables,40,120,0,4,Low,Pune -> Lucknow,Pune,Lucknow,2,68,0.68,62,77.2,20.581772,74.438444
R002042,2026-08-05 19:13:32.000 -0700,A104,Banana,Fruits,45,12,13,15,Medium,Lucknow -> Patna,Lucknow,Patna,14,94,0.18,67,41.3,16.779379,80.680242
R002043,2026-08-05 19:13:37.000 -0700,A102,Grapes,Fruits,120,21,0,2,Medium,Pune -> Lucknow,Pune,Lucknow,1,91,0.25,47,61.9,19.023366,73.841071
R002044,2026-08-05 19:13:42.000 -0700,A110,Cabbage,Vegetables,30,60,0,2,Low,Nagpur -> Raipur,Nagpur,Raipur,1,98,0.15,74,46.2,30.882987,76.046516
R002046,2026-08-05 19:13:52.000 -0700,A101,Capsicum,Vegetables,80,21,7,10,Medium,Kochi -> Mumbai,Kochi,Mumbai,8.5,93,0.25,99,75.3,12.537487,77.610999
R002047,2026-08-05 19:13:57.000 -0700,A112,Cabbage,Vegetables,30,60,0,2,Low,Chennai -> Coimbatore,Chennai,Coimbatore,1,98,0.26,67,78.5,30.18309,76.756492
R002048,2026-08-05 19:14:02.000 -0700,A111,Capsicum,Vegetables,80,21,7,10,Medium,Kochi -> Mumbai,Kochi,Mumbai,8.5,94,0.23,98,55.9,13.348892,77.566327
R002049,2026-08-05 19:14:07.000 -0700,A102,Tomato,Vegetables,35,14,8,12,Low,Hyderabad -> Bengaluru,Hyderabad,Bengaluru,10,89,0.66,61,45.1,22.173804,76.026471
R002055,2026-08-05 19:14:37.000 -0700,A105,Banana,Fruits,45,12,13,15,Medium,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,14,91,0.28,41,78.1,17.195638,80.484151
R002058,2026-08-05 19:14:52.000 -0700,A102,Cauliflower,Vegetables,55,20,0,2,Medium,Surat -> Pune,Surat,Pune,1,99,0.39,43,35.9,30.706222,76.142506
R002062,2026-08-05 19:15:12.000 -0700,A110,Papaya,Fruits,70,10,10,13,Low,Mumbai -> Goa,Mumbai,Goa,11.5,88,0.63,95,41.9,16.545915,78.440768
R002067,2026-08-05 19:15:37.000 -0700,A103,Tomato,Vegetables,35,14,8,12,Low,Ahmedabad -> Delhi,Ahmedabad,Delhi,10,90,0.79,97,47.3,23.261688,75.975267
R002069,2026-08-05 19:15:47.000 -0700,A101,Mango,Fruits,220,14,10,13,Medium,Hyderabad -> Bengaluru,Hyderabad,Bengaluru,11.5,86,0.12,75,82.7,17.044451,73.762108
R002071,2026-08-05 19:15:58.000 -0700,A115,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Nashik -> Delhi,Nashik,Delhi,7.5,90,0.73,79,55.8,17.668113,78.136194
R002072,2026-08-05 19:16:03.000 -0700,A101,Grapes,Fruits,120,21,0,2,Medium,Hyderabad -> Chennai,Hyderabad,Chennai,1,90,0.35,76,84.9,19.364159,73.300257
R002079,2026-08-05 19:16:38.000 -0700,A103,Onion,Vegetables,40,120,0,4,Low,Nagpur -> Hyderabad,Nagpur,Hyderabad,2,67,0.54,59,86.1,20.089632,74.057751
R002081,2026-08-05 19:16:48.000 -0700,A109,Potato,Vegetables,30,90,4,8,Low,Kolkata -> Guwahati,Kolkata,Guwahati,6,94,0.65,91,76.6,22.685104,75.772846
R002084,2026-08-05 19:17:03.000 -0700,A114,Cauliflower,Vegetables,55,20,0,2,Medium,Nagpur -> Hyderabad,Nagpur,Hyderabad,1,100,0.73,56,33.9,30.955733,76.497736
R002085,2026-08-05 19:17:08.000 -0700,A105,Potato,Vegetables,30,90,4,8,Low,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,6,91,0.69,45,33.7,22.556513,75.230923
R002088,2026-08-05 19:17:23.000 -0700,A106,Capsicum,Vegetables,80,21,7,10,Medium,Surat -> Pune,Surat,Pune,8.5,93,0.44,64,49.8,13.25745,77.665564
R002089,2026-08-05 19:17:28.000 -0700,A103,Onion,Vegetables,40,120,0,4,Low,Hyderabad -> Bengaluru,Hyderabad,Bengaluru,2,68,0.35,95,56.2,20.661381,74.300599
R002090,2026-08-05 19:17:33.000 -0700,A103,Grapes,Fruits,120,21,0,2,Medium,Hyderabad -> Bengaluru,Hyderabad,Bengaluru,1,92,0.76,77,76.1,20.172469,73.288491
R002092,2026-08-05 19:17:43.000 -0700,A102,Cabbage,Vegetables,30,60,0,2,Low,Pune -> Nagpur,Pune,Nagpur,1,96,0.36,50,76.8,30.662354,76.746384
R002093,2026-08-05 19:17:48.000 -0700,A110,Tomato,Vegetables,35,14,8,12,Low,Pune -> Lucknow,Pune,Lucknow,10,87,0.55,89,63.2,22.157625,75.273591
R002094,2026-08-05 19:17:53.000 -0700,A112,Grapes,Fruits,120,21,0,2,Medium,Nagpur -> Hyderabad,Nagpur,Hyderabad,1,94,0.44,93,74.9,19.49741,73.194282
R002096,2026-08-05 19:18:03.000 -0700,A103,Apple,Fruits,180,45,0,4,Medium,Pune -> Lucknow,Pune,Lucknow,2,90,0.21,90,62.9,34.48913,74.284511
R002098,2026-08-05 19:18:13.000 -0700,A110,Cauliflower,Vegetables,55,20,0,2,Medium,Kochi -> Mumbai,Kochi,Mumbai,1,100,0.7,51,44.4,30.783572,76.496616
R002099,2026-08-05 19:18:18.000 -0700,A101,Cauliflower,Vegetables,55,20,0,2,Medium,Mumbai -> Ahmedabad,Mumbai,Ahmedabad,1,98,0.69,99,45,30.124725,76.6008
R002100,2026-08-05 19:18:23.000 -0700,A101,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Indore -> Delhi,Indore,Delhi,7.5,89,0.65,86,45.8,17.99484,78.933352
R002102,2026-08-05 19:18:33.000 -0700,A109,Capsicum,Vegetables,80,21,7,10,Medium,Nashik -> Delhi,Nashik,Delhi,8.5,91,0.58,55,35.9,13.473033,77.472035
R002105,2026-08-05 19:18:48.000 -0700,A111,Apple,Fruits,180,45,0,4,Medium,Pune -> Nagpur,Pune,Nagpur,2,92,0.3,53,87.6,34.090359,74.716133
R002106,2026-08-05 19:18:53.000 -0700,A115,Frozen Peas,Frozen Foods,180,365,-20,-18,Medium,Nagpur -> Raipur,Nagpur,Raipur,-19,57,0.73,58,67.9,30.147749,76.931423
R002107,2026-08-05 19:18:58.000 -0700,A113,Apple,Fruits,180,45,0,4,Medium,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,2,94,0.4,65,61.4,34.316691,74.599828
R002108,2026-08-05 19:19:03.000 -0700,A115,Grapes,Fruits,120,21,0,2,Medium,Bengaluru -> Chennai,Bengaluru,Chennai,1,90,0.38,73,84.1,19.392167,73.181324
R002110,2026-08-05 19:19:13.000 -0700,A107,Frozen French Fries,Frozen Foods,220,365,-20,-18,Medium,Kochi -> Bengaluru,Kochi,Bengaluru,-19,57,0.76,53,88.6,19.353705,73.440188
R002111,2026-08-05 19:19:18.000 -0700,A101,Potato,Vegetables,30,90,4,8,Low,Hyderabad -> Chennai,Hyderabad,Chennai,6,90,0.73,57,38.3,22.93168,75.92623
R002115,2026-08-05 19:19:39.000 -0700,A106,Pineapple,Fruits,90,20,7,10,Low,Mumbai -> Jaipur,Mumbai,Jaipur,8.5,86,0.39,63,47.9,10.406485,76.07314
R002117,2026-08-05 19:19:49.000 -0700,A103,Potato,Vegetables,30,90,4,8,Low,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,6,90,0.75,95,74.2,22.570863,75.322836
R002118,2026-08-05 19:19:54.000 -0700,A111,Potato,Vegetables,30,90,4,8,Low,Nashik -> Delhi,Nashik,Delhi,6,95,0.54,91,80.6,22.637399,75.191233
R002120,2026-08-05 19:20:04.000 -0700,A102,Onion,Vegetables,40,120,0,4,Low,Kochi -> Mumbai,Kochi,Mumbai,2,65,0.72,67,40.5,20.047999,74.45343
R002121,2026-08-05 19:20:09.000 -0700,A113,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Kochi -> Mumbai,Kochi,Mumbai,7.5,,0.33,53,48,17.230973,78.039156
R002123,2026-08-05 19:20:19.000 -0700,A103,Papaya,Fruits,70,10,10,13,Low,Surat -> Pune,Surat,Pune,11.5,85,0.53,43,66.2,16.742514,78.076862
R002124,2026-08-05 19:20:24.000 -0700,A103,Frozen Corn,Frozen Foods,160,365,-20,-18,Medium,Delhi -> Amritsar,Delhi,Amritsar,-19,52,0.56,87,69.7,22.375735,75.215434
R002127,2026-08-05 19:20:39.000 -0700,A103,Papaya,Fruits,70,10,10,13,Low,Surat -> Pune,Surat,Pune,11.5,89,0.32,52,69.3,17.288501,78.072082
R002129,2026-08-05 19:20:49.000 -0700,A103,Onion,Vegetables,40,120,0,4,Low,Bengaluru -> Kochi,Bengaluru,Kochi,2,66,0.65,92,45.1,20.068488,74.452003
R002130,2026-08-05 19:20:54.000 -0700,A108,Orange,Fruits,80,30,3,8,Low,Mumbai -> Jaipur,Mumbai,Jaipur,5.5,90,0.76,62,84.6,21.912055,78.871064
R002133,2026-08-05 19:21:09.000 -0700,A114,Mango,Fruits,220,14,10,13,Medium,Nashik -> Jaipur,Nashik,Jaipur,11.5,85,0.16,84,47.8,18.901203,74.909384
R002136,2026-08-05 19:21:24.000 -0700,A104,Cabbage,Vegetables,30,60,0,2,Low,Pune -> Lucknow,Pune,Lucknow,1,96,0.37,40,45.4,30.063333,76.958961
R002137,2026-08-05 19:21:29.000 -0700,A109,Papaya,Fruits,70,10,10,13,Low,Pune -> Lucknow,Pune,Lucknow,11.5,89,0.62,76,71.6,16.936469,78.685352
R002139,2026-08-05 19:21:39.000 -0700,A106,Onion,Vegetables,40,120,0,4,Low,Hyderabad -> Chennai,Hyderabad,Chennai,2,65,0.3,49,80.1,20.845664,74.119297
R002140,2026-08-05 19:21:44.000 -0700,A106,Potato,Vegetables,30,90,4,8,Low,Hyderabad -> Chennai,Hyderabad,Chennai,6,94,0.32,64,89.3,23.052016,75.481232
R002141,2026-08-05 19:21:49.000 -0700,A112,Green Peas,Vegetables,120,14,0,2,Medium,Hyderabad -> Kolkata,Hyderabad,Kolkata,1,93,0.79,54,84.1,30.452082,76.115302
R002143,2026-08-05 19:21:59.000 -0700,A101,Tomato,Vegetables,35,14,8,12,Low,Lucknow -> Patna,Lucknow,Patna,10,89,0.59,47,63.3,23.486849,75.649339
R002145,2026-08-05 19:22:09.000 -0700,A109,Capsicum,Vegetables,80,21,7,10,Medium,Mumbai -> Goa,Mumbai,Goa,8.5,92,0.63,93,47.2,13.321933,77.245711
R002146,2026-08-05 19:22:14.000 -0700,A101,Potato,Vegetables,30,90,4,8,Low,Pune -> Lucknow,Pune,Lucknow,6,92,0.33,75,30.8,22.632028,76.281033
R002147,2026-08-05 19:22:19.000 -0700,A112,Cabbage,Vegetables,30,60,0,2,Low,Nashik -> Delhi,Nashik,Delhi,1,98,0.52,93,80.3,30.031914,76.459167
R002148,2026-08-05 19:22:24.000 -0700,A110,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Mumbai -> Ahmedabad,Mumbai,Ahmedabad,7.5,89,0.42,68,73.4,17.583606,78.255788
R002150,2026-08-05 19:22:34.000 -0700,A113,Apple,Fruits,180,45,0,4,Medium,Pune -> Hyderabad,Pune,Hyderabad,2,91,0.41,67,84.9,34.245623,74.080314
R002151,2026-08-05 19:22:39.000 -0700,A101,Banana,Fruits,45,12,13,15,Medium,Hyderabad -> Bengaluru,Hyderabad,Bengaluru,14,90,0.22,44,64.1,17.785708,80.094214
R002152,2026-08-05 19:22:44.000 -0700,A115,Frozen Peas,Frozen Foods,180,365,-20,-18,Medium,Kochi -> Mumbai,Kochi,Mumbai,-19,53,0.62,63,68.8,30.933074,76.84993
R002153,2026-08-05 19:22:49.000 -0700,A109,Apple,Fruits,180,45,0,4,Medium,Hyderabad -> Bengaluru,Hyderabad,Bengaluru,2,94,0.32,98,49.4,34.759605,74.536384
R002154,2026-08-05 19:22:54.000 -0700,A103,Potato,Vegetables,30,90,4,8,Low,Lucknow -> Patna,Lucknow,Patna,6,91,0.78,86,68.2,22.261163,76.406909
R002155,2026-08-05 19:22:59.000 -0700,A105,Tomato,Vegetables,35,14,8,12,Low,Kochi -> Bengaluru,Kochi,Bengaluru,10,,0.15,40,38.8,22.886769,75.378986
R002156,2026-08-05 19:23:04.000 -0700,A115,Green Peas,Vegetables,120,14,0,2,Medium,Hyderabad -> Bengaluru,Hyderabad,Bengaluru,1,94,0.78,49,47.7,30.893622,76.531515
R002159,2026-08-05 19:23:19.000 -0700,A108,Tomato,Vegetables,35,14,8,12,Low,Ahmedabad -> Delhi,Ahmedabad,Delhi,10,86,0.66,99,69.8,22.620656,75.524951
R002163,2026-08-05 19:23:40.000 -0700,A102,Green Peas,Vegetables,120,14,0,2,Medium,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,1,91,0.24,92,74.9,30.187484,76.35091
R002165,2026-08-05 19:23:50.000 -0700,A110,Frozen Corn,Frozen Foods,160,365,-20,-18,Medium,Indore -> Bhopal,Indore,Bhopal,-19,46,0.13,87,70.5,23.487615,75.505837
R002166,2026-08-05 19:23:55.000 -0700,A106,Apple,Fruits,180,45,0,4,Medium,Ahmedabad -> Delhi,Ahmedabad,Delhi,2,,0.1,56,74.6,34.787747,74.585049
R002167,2026-08-05 19:24:00.000 -0700,A112,Orange,Fruits,80,30,3,8,Low,Kochi -> Mumbai,Kochi,Mumbai,5.5,90,0.39,56,82.9,20.870037,79.232752
R002168,2026-08-05 19:24:05.000 -0700,A101,Mango,Fruits,220,14,10,13,Medium,Mumbai -> Goa,Mumbai,Goa,11.5,88,0.16,85,87.9,17.099995,75.033833
R002170,2026-08-05 19:24:15.000 -0700,A102,Orange,Fruits,80,30,3,8,Low,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,5.5,88,0.7,69,45.9,20.6803,78.573565
R002171,2026-08-05 19:24:20.000 -0700,A107,Papaya,Fruits,70,10,10,13,Low,Pune -> Lucknow,Pune,Lucknow,11.5,85,0.63,79,67,16.520678,79.031856
R002172,2026-08-05 19:24:25.000 -0700,A113,Onion,Vegetables,40,120,0,4,Low,Mumbai -> Delhi,Mumbai,Delhi,2,75,0.13,76,42.6,20.70288,74.620719
R002174,2026-08-05 19:24:35.000 -0700,A104,Cauliflower,Vegetables,55,20,0,2,Medium,Nashik -> Jaipur,Nashik,Jaipur,1,100,0.1,79,89.8,30.01634,76.444612
R002176,2026-08-05 19:24:45.000 -0700,A110,Pineapple,Fruits,90,20,7,10,Low,Nashik -> Jaipur,Nashik,Jaipur,8.5,88,0.43,70,35.3,10.70233,77.231621
R002178,2026-08-05 19:24:55.000 -0700,A112,Carrot,Vegetables,50,60,0,4,Low,Indore -> Delhi,Indore,Delhi,2,95,0.71,79,51.1,30.41934,76.200822
R002179,2026-08-05 19:25:00.000 -0700,A112,Grapes,Fruits,120,21,0,2,Medium,Mumbai -> Ahmedabad,Mumbai,Ahmedabad,1,94,0.6,58,40,19.692659,73.396326
R002180,2026-08-05 19:25:05.000 -0700,A110,Frozen Peas,Frozen Foods,180,365,-20,-18,Medium,Bengaluru -> Chennai,Bengaluru,Chennai,-19,51,0.62,66,89.1,30.731906,76.114276
R002181,2026-08-05 19:25:10.000 -0700,A104,Banana,Fruits,45,12,13,15,Medium,Mumbai -> Delhi,Mumbai,Delhi,14,94,0.55,95,43.5,16.536806,81.16758
R002183,2026-08-05 19:25:20.000 -0700,A113,Potato,Vegetables,30,90,4,8,Low,Ahmedabad -> Delhi,Ahmedabad,Delhi,6,93,0.2,80,60.3,22.114257,75.501088
R002188,2026-08-05 19:25:45.000 -0700,A102,Frozen Peas,Frozen Foods,180,365,-20,-18,Medium,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,-19,59,0.94,82,41.1,30.506194,76.283301
