READING_ID,TIMESTAMP,CONTAINER_ID,COMMODITY,CATEGORY,SOURCE,DESTINATION,TEMPERATURE,HUMIDITY,VIBRATION,BATTERY_LEVEL,SPEED,LATITUDE,LONGITUDE,INGESTED_AT
R005278,2026-08-04 22:09:02.000 -0700,A114,Blood Plasma,Pharmaceuticals,Surat,Pune,-21.95,,0.39,52,54.8,17.928481,78.2621,2026-08-04 09:39:01.746 -0700
R005279,2026-08-04 22:09:07.000 -0700,A113,Frozen French Fries,Frozen Foods,Mumbai,Goa,-18.56,40,0.34,78,35.7,19.980984,72.969212,2026-08-04 09:39:06.772 -0700
R005280,2026-08-04 22:09:12.000 -0700,A103,Apple,Fruits,Nashik,Delhi,8.34,95,0.23,50,53.5,34.127872,74.15016,2026-08-04 09:39:11.790 -0700
R005281,2026-08-04 22:09:17.000 -0700,A110,Cauliflower,Vegetables,Pune,Nagpur,0.58,100,0.24,79,31.7,30.282885,76.795431,2026-08-04 09:39:16.797 -0700
R005282,2026-08-04 22:09:22.000 -0700,A101,Avocados,Exotic Fruits & Vegetables,Indore,Delhi,6.06,66,0.47,49,72,13.346517,77.714672,2026-08-04 09:39:21.824 -0700
R005283,2026-08-04 22:09:27.000 -0700,A113,Broccoli,Exotic Fruits & Vegetables,Nagpur,Raipur,6.92,100,0.25,95,50.7,13.094411,77.16024,2026-08-04 09:39:26.848 -0700
R005284,2026-08-04 22:09:32.000 -0700,A102,Antibiotics,Pharmaceuticals,Mumbai,Delhi,6.67,36,0.1,41,80.7,17.534195,78.607475,2026-08-04 09:39:31.860 -0700
R005285,2026-08-04 22:09:37.000 -0700,A106,Antibiotics,Pharmaceuticals,Nashik,Delhi,7.17,48,0.18,68,37.8,17.15471,78.537408,2026-08-04 09:39:36.882 -0700
R005286,2026-08-04 22:09:42.000 -0700,A114,Mango,Fruits,Pune,Hyderabad,12.71,86,0.55,98,60.7,17.207459,74.48564,2026-08-04 09:39:41.895 -0700
R005287,2026-08-04 22:09:47.000 -0700,A114,Papaya,Fruits,Chennai,Coimbatore,12.92,87,0.51,91,89.8,17.659986,78.728462,2026-08-04 09:39:46.925 -0700
R005288,2026-08-04 22:09:52.000 -0700,A105,Frozen Peas,Frozen Foods,Nashik,Delhi,-18.25,52,0.89,72,87.8,30.272805,76.262836,2026-08-04 09:39:51.916 -0700
R005289,2026-08-04 22:09:57.000 -0700,A110,Lettuce,Exotic Fruits & Vegetables,Hyderabad,Chennai,1.5,98,0.29,88,35.9,12.552082,77.530781,2026-08-04 09:39:56.930 -0700
R005290,2026-08-04 22:10:02.000 -0700,A102,Banana,Fruits,Delhi,Amritsar,17.37,92,0.66,58,63.6,16.641825,80.580649,2026-08-04 09:40:01.936 -0700
R005291,2026-08-04 22:10:07.000 -0700,A104,Tomato,Vegetables,Surat,Pune,8.76,90,0.49,53,88.3,23.050335,75.53958,2026-08-04 09:40:06.944 -0700
R005292,2026-08-04 22:10:12.000 -0700,A102,Pineapple,Fruits,Nashik,Delhi,10.97,86,0.47,47,51.5,10.702922,76.019005,2026-08-04 09:40:11.975 -0700
R005293,2026-08-04 22:10:17.000 -0700,A106,Strawberries,Fruits,Bengaluru,Kochi,0.95,92,0.52,57,51.6,18.950783,73.255793,2026-08-04 09:40:16.997 -0700
R005294,2026-08-04 22:10:22.000 -0700,A101,Potato,Vegetables,Kochi,Bengaluru,7.76,92,0.24,97,55.8,22.261833,75.633542,2026-08-04 09:40:21.992 -0700
R005295,2026-08-04 22:10:27.000 -0700,A109,Frozen Corn,Frozen Foods,Hyderabad,Chennai,-19.24,49,0.75,78,88.3,23.480229,75.254432,2026-08-04 09:40:26.994 -0700
R005296,2026-08-04 22:10:32.000 -0700,A109,Cauliflower,Vegetables,Kochi,Bengaluru,7.3,96,0.26,59,65.9,30.940614,76.224001,2026-08-04 09:40:32.037 -0700
R005297,2026-08-04 22:10:37.000 -0700,A101,Blood Plasma,Pharmaceuticals,Surat,Pune,-24.49,,0.42,100,35,17.030146,78.620969,2026-08-04 09:40:37.032 -0700
R005298,2026-08-04 22:10:42.000 -0700,A106,Mango,Fruits,Pune,Nagpur,10.11,88,0.4,97,39.1,18.056497,75.436097,2026-08-04 09:40:42.043 -0700
R005299,2026-08-04 22:10:47.000 -0700,A111,Capsicum,Vegetables,Mumbai,Delhi,8.08,91,0.19,43,67.2,12.91923,77.375239,2026-08-04 09:40:47.051 -0700
R005300,2026-08-04 22:10:52.000 -0700,A115,Biologics,Pharmaceuticals,Nagpur,Hyderabad,2.56,44,0.39,47,38,17.641397,78.940819,2026-08-04 09:40:52.058 -0700
R005301,2026-08-04 22:10:57.000 -0700,A115,Mango,Fruits,Nagpur,Hyderabad,10.31,87,0.47,83,36.6,17.034833,73.309348,2026-08-04 09:40:57.068 -0700
R005302,2026-08-04 22:11:02.000 -0700,A115,Dragon Fruit,Exotic Fruits & Vegetables,Delhi,Amritsar,7.21,85,0.15,71,41.1,17.513539,78.998738,2026-08-04 09:41:02.076 -0700
R005303,2026-08-04 22:11:07.000 -0700,A114,Frozen Chicken,Frozen Foods,Kochi,Mumbai,-18.5,42,0.36,83,42.1,12.962428,77.367109,2026-08-04 09:41:07.085 -0700
R005304,2026-08-04 22:11:12.000 -0700,A110,Ice Cream,Frozen Foods,Mumbai,Ahmedabad,-22.57,41,0.95,91,62.4,19.131577,73.462447,2026-08-04 09:41:12.103 -0700
R005305,2026-08-04 22:11:17.000 -0700,A114,Frozen Corn,Frozen Foods,Mumbai,Goa,-19.49,46,0.23,78,54.4,22.023641,75.463373,2026-08-04 09:41:17.100 -0700
R005306,2026-08-04 22:11:22.000 -0700,A112,Ice Cream,Frozen Foods,Kochi,Mumbai,-14.68,46,0.78,71,60.9,19.445161,73.453832,2026-08-04 09:41:22.108 -0700
R005307,2026-08-04 22:11:27.000 -0700,A109,Papaya,Fruits,Bengaluru,Kochi,12.5,90,0.27,67,59.5,17.227828,79.204748,2026-08-04 09:41:27.106 -0700
R005308,2026-08-04 22:11:32.000 -0700,A109,Frozen Meat,Frozen Foods,Nagpur,Hyderabad,-16.16,47,0.19,86,30.8,19.524078,72.917507,2026-08-04 09:41:32.147 -0700
R005309,2026-08-04 22:11:37.000 -0700,A111,Blood Plasma,Pharmaceuticals,Pune,Hyderabad,-21.48,49,0.42,45,36.4,17.320781,78.391696,2026-08-04 09:41:37.154 -0700
R005310,2026-08-04 22:11:42.000 -0700,A113,Carrot,Vegetables,Hyderabad,Bengaluru,1.98,98,0.35,99,39.8,30.509983,76.507533,2026-08-04 09:41:42.152 -0700
R005311,2026-08-04 22:11:47.000 -0700,A105,Frozen French Fries,Frozen Foods,Nashik,Delhi,-18.91,52,0.11,96,32.7,19.574134,73.058928,2026-08-04 09:41:47.158 -0700
R005312,2026-08-04 22:11:52.000 -0700,A102,Frozen Chicken,Frozen Foods,Pune,Lucknow,-18.35,42,0.95,99,31.2,13.187655,77.026468,2026-08-04 09:41:52.182 -0700
R005313,2026-08-04 22:11:57.000 -0700,A112,Frozen French Fries,Frozen Foods,Chennai,Coimbatore,-18.45,45,0.41,70,67.7,19.135722,72.674567,2026-08-04 09:41:57.184 -0700
R005314,2026-08-04 22:12:02.000 -0700,A115,Kiwi,Exotic Fruits & Vegetables,Nagpur,Raipur,0.26,93,0.48,49,32.1,12.914206,77.307046,2026-08-04 09:42:02.192 -0700
R005315,2026-08-04 22:12:07.000 -0700,A112,Frozen Prawns,Frozen Foods,Ahmedabad,Chandigarh,-18.76,44,0.88,93,55.6,10.375802,76.794325,2026-08-04 09:42:07.199 -0700
R005316,2026-08-04 22:12:12.000 -0700,A106,Vaccines,Pharmaceuticals,Indore,Delhi,7.65,40,0.17,78,47.5,17.902919,78.168117,2026-08-04 09:42:12.202 -0700
R005317,2026-08-04 22:12:17.000 -0700,A103,Frozen Meat,Frozen Foods,Pune,Lucknow,-18.32,52,0.83,62,85,19.380352,73.119627,2026-08-04 09:42:17.240 -0700
R005318,2026-08-04 22:12:22.000 -0700,A114,Carrot,Vegetables,Nagpur,Raipur,2.45,98,0.42,74,30.9,30.623459,76.408783,2026-08-04 09:42:22.248 -0700
R005319,2026-08-04 22:12:28.000 -0700,A106,Frozen French Fries,Frozen Foods,Ahmedabad,Chandigarh,-19.01,59,0.62,64,81.9,19.553596,72.845584,2026-08-04 09:42:27.250 -0700
R005320,2026-08-04 22:12:33.000 -0700,A102,Frozen Corn,Frozen Foods,Surat,Pune,-19.18,55,0.32,71,79,22.910251,75.382651,2026-08-04 09:42:32.291 -0700
R005321,2026-08-04 22:12:38.000 -0700,A105,Frozen Fish,Frozen Foods,Mumbai,Delhi,-19.49,54,0.39,47,73.3,9.996282,76.393629,2026-08-04 09:42:37.299 -0700
R005322,2026-08-04 22:12:43.000 -0700,A105,Biologics,Pharmaceuticals,Visakhapatnam,Bhubaneswar,3.04,37,0.37,90,65.1,17.665998,78.942688,2026-08-04 09:42:42.326 -0700
R005323,2026-08-04 22:12:48.000 -0700,A104,Carrot,Vegetables,Chennai,Coimbatore,1.64,98,0.6,48,83.4,30.905118,76.170026,2026-08-04 09:42:47.314 -0700
R005324,2026-08-04 22:12:53.000 -0700,A105,Insulin,Pharmaceuticals,Kolkata,Guwahati,2.34,33,0.43,55,33.4,17.854782,78.616022,2026-08-04 09:42:52.326 -0700
R005325,2026-08-04 22:12:58.000 -0700,A112,Lettuce,Exotic Fruits & Vegetables,Bengaluru,Kochi,0.4,96,0.46,91,50.6,12.881446,77.002483,2026-08-04 09:42:57.362 -0700
R005326,2026-08-04 22:13:03.000 -0700,A110,Capsicum,Vegetables,Bengaluru,Kochi,8.29,91,0.72,75,73.6,12.959004,77.618134,2026-08-04 09:43:02.349 -0700
R005327,2026-08-04 22:13:08.000 -0700,A115,Frozen Corn,Frozen Foods,Pune,Nagpur,-18.68,59,0.24,72,47.5,23.300782,75.626419,2026-08-04 09:43:07.361 -0700
R005328,2026-08-04 22:13:13.000 -0700,A112,Orange,Fruits,Pune,Lucknow,6.69,89,0.48,45,75.5,21.673304,78.290335,2026-08-04 09:43:12.394 -0700
R005329,2026-08-04 22:13:18.000 -0700,A112,Cauliflower,Vegetables,Visakhapatnam,Bhubaneswar,1.97,96,0.65,92,49.4,30.211077,76.090791,2026-08-04 09:43:17.412 -0700
R005330,2026-08-04 22:13:23.000 -0700,A108,Orange,Fruits,Pune,Nagpur,7.06,89,0.48,47,44.3,20.035783,78.908797,2026-08-04 09:43:22.409 -0700
R005331,2026-08-04 22:13:28.000 -0700,A104,Medicines,Pharmaceuticals,Hyderabad,Bengaluru,20.22,55,0.15,56,83.4,17.587592,78.253173,2026-08-04 09:43:27.424 -0700
R005332,2026-08-04 22:13:33.000 -0700,A107,Asparagus,Exotic Fruits & Vegetables,Bengaluru,Kochi,3.8,98,0.67,65,74.7,12.750072,77.95103,2026-08-04 09:43:32.427 -0700
R005333,2026-08-04 22:13:38.000 -0700,A112,Pineapple,Fruits,Indore,Bhopal,7.8,86,0.37,95,75.1,10.640404,77.222821,2026-08-04 09:43:37.459 -0700
R005334,2026-08-04 22:13:43.000 -0700,A107,Lettuce,Exotic Fruits & Vegetables,Nagpur,Hyderabad,0.88,96,0.17,83,43.5,13.124755,77.052431,2026-08-04 09:43:42.496 -0700
R005335,2026-08-04 22:13:48.000 -0700,A107,Tomato,Vegetables,Indore,Bhopal,9.9,86,0.45,62,51.4,23.02578,75.040674,2026-08-04 09:43:47.475 -0700
R005336,2026-08-04 22:13:53.000 -0700,A106,Pineapple,Fruits,Hyderabad,Chennai,7.97,87,0.78,79,39.2,10.46932,76.851383,2026-08-04 09:43:52.529 -0700
R005337,2026-08-04 22:13:58.000 -0700,A112,Frozen French Fries,Frozen Foods,Hyderabad,Bengaluru,,44,0.46,51,66.2,19.50687,73.38532,2026-08-04 09:43:57.536 -0700
R005338,2026-08-04 22:14:03.000 -0700,A108,Potato,Vegetables,Indore,Delhi,5.45,90,0.48,85,34.7,23.027123,75.690094,2026-08-04 09:44:02.575 -0700
R005339,2026-08-04 22:14:08.000 -0700,A111,Dragon Fruit,Exotic Fruits & Vegetables,Mumbai,Ahmedabad,9.08,86,0.52,49,31.4,17.270485,78.263523,2026-08-04 09:44:07.557 -0700
R005340,2026-08-04 22:14:13.000 -0700,A108,Orange,Fruits,Pune,Nagpur,7.44,90,0.41,52,72.4,21.027038,79.808987,2026-08-04 09:44:12.574 -0700
R005341,2026-08-04 22:14:18.000 -0700,A113,Medicines,Pharmaceuticals,Nagpur,Hyderabad,19.92,51,0.27,58,53.5,17.721498,78.262801,2026-08-04 09:44:17.614 -0700
R005342,2026-08-04 22:14:23.000 -0700,A111,Kiwi,Exotic Fruits & Vegetables,Hyderabad,Bengaluru,0.53,90,0.28,84,81.5,13.371343,77.026734,2026-08-04 09:44:22.615 -0700
R005343,2026-08-04 22:14:28.000 -0700,A114,Potato,Vegetables,Chennai,Coimbatore,5.88,91,0.57,87,53.2,22.611308,75.42103,2026-08-04 09:44:27.954 -0700
R005344,2026-08-04 22:14:33.000 -0700,A113,Capsicum,Vegetables,Mumbai,Goa,7.32,92,0.44,94,47,12.541886,77.99073,2026-08-04 09:44:32.677 -0700
R005345,2026-08-04 22:14:38.000 -0700,A106,Capsicum,Vegetables,Indore,Delhi,7.26,94,0.45,40,81.4,13.193293,77.679328,2026-08-04 09:44:37.672 -0700
R005346,2026-08-04 22:14:43.000 -0700,A107,Banana,Fruits,Indore,Bhopal,14.93,89,0.1,53,30.3,16.788001,80.221004,2026-08-04 09:44:42.674 -0700
R005347,2026-08-04 22:14:48.000 -0700,A103,Frozen Fish,Frozen Foods,Pune,Nagpur,-19.56,46,0.25,95,35.9,10.450098,76.090102,2026-08-04 09:44:47.701 -0700
R005348,2026-08-04 22:14:53.000 -0700,A110,Capsicum,Vegetables,Bengaluru,Chennai,8.42,91,0.7,60,89.5,13.03972,77.532888,2026-08-04 09:44:52.705 -0700
R005349,2026-08-04 22:14:58.000 -0700,A111,Strawberries,Fruits,Ahmedabad,Delhi,0.58,94,0.15,57,34.8,18.673688,73.854646,2026-08-04 09:44:57.707 -0700
R005350,2026-08-04 22:15:03.000 -0700,A104,Green Peas,Vegetables,Bengaluru,Kochi,1.43,91,0.31,40,59.9,30.081524,76.196819,2026-08-04 09:45:02.717 -0700
R005351,2026-08-04 22:15:08.000 -0700,A111,Potato,Vegetables,Hyderabad,Chennai,4.51,93,0.58,85,38.7,22.984881,76.012501,2026-08-04 09:45:07.736 -0700
R005352,2026-08-04 22:15:13.000 -0700,A111,Biologics,Pharmaceuticals,Ahmedabad,Delhi,12.29,32,0.21,97,75.6,17.358477,78.311767,2026-08-04 09:45:12.765 -0700
R005353,2026-08-04 22:15:18.000 -0700,A103,Frozen French Fries,Frozen Foods,Pune,Lucknow,-19.14,56,0.97,64,85.3,19.030552,72.936625,2026-08-04 09:45:17.783 -0700
R005354,2026-08-04 22:15:23.000 -0700,A115,Frozen Fish,Frozen Foods,Nagpur,Hyderabad,-18.83,52,0.38,89,73.7,9.665946,76.232099,2026-08-04 09:45:22.786 -0700
R000001,2026-08-04 23:39:57.000 -0700,A113,Blood Plasma,Pharmaceuticals,Mumbai,Delhi,-29.03,33,0.34,69,73,17.899977,78.025929,2026-08-04 11:09:56.977 -0700
R000002,2026-08-04 23:40:02.000 -0700,A102,Capsicum,Vegetables,Ahmedabad,Delhi,8.26,92,0.12,77,81.3,12.843702,77.860833,2026-08-04 11:10:01.993 -0700
R000003,2026-08-04 23:40:07.000 -0700,A102,Tomato,Vegetables,Nashik,Delhi,10.69,89,0.3,78,55.4,22.192408,76.234578,2026-08-04 11:10:06.997 -0700
R000004,2026-08-04 23:40:12.000 -0700,A107,Cabbage,Vegetables,Nagpur,Hyderabad,0.28,98,0.46,46,39.6,30.182549,76.007402,2026-08-04 11:10:12.016 -0700
R000005,2026-08-04 23:40:17.000 -0700,A111,Orange,Fruits,Ahmedabad,Delhi,7.4,88,0.68,97,55.7,20.0516,79.803666,2026-08-04 11:10:17.021 -0700
R000006,2026-08-04 23:40:22.000 -0700,A109,Kiwi,Exotic Fruits & Vegetables,Pune,Nagpur,0.35,95,0.32,61,79.8,13.224347,77.68146,2026-08-04 11:10:22.051 -0700
R000007,2026-08-04 23:40:27.000 -0700,A113,Insulin,Pharmaceuticals,Surat,Pune,4.74,48,0.43,68,74.3,17.42858,78.717121,2026-08-04 11:10:27.053 -0700
R000008,2026-08-04 23:40:32.000 -0700,A114,Carrot,Vegetables,Pune,Hyderabad,2.7,96,0.74,51,83.1,30.471348,76.402092,2026-08-04 11:10:32.080 -0700
R000009,2026-08-04 23:40:37.000 -0700,A103,Frozen Prawns,Frozen Foods,Ahmedabad,Delhi,-18.84,48,0.48,79,41.7,9.765361,76.341523,2026-08-04 11:10:37.104 -0700
R000010,2026-08-04 23:40:42.000 -0700,A102,Frozen Chicken,Frozen Foods,Lucknow,Patna,-18.11,56,0.98,66,32.4,13.163628,77.832138,2026-08-04 11:10:42.115 -0700
R000011,2026-08-04 23:40:47.000 -0700,A103,Asparagus,Exotic Fruits & Vegetables,Nagpur,Hyderabad,3.67,97,0.39,44,86.6,12.933713,77.74845,2026-08-04 11:10:47.122 -0700
R000012,2026-08-04 23:40:52.000 -0700,A112,Broccoli,Exotic Fruits & Vegetables,Nashik,Jaipur,2.34,,0.38,94,85,12.988487,77.275827,2026-08-04 11:10:52.126 -0700
R000013,2026-08-04 23:40:57.000 -0700,A102,Green Peas,Vegetables,Nashik,Delhi,5.53,91,0.42,76,88.6,30.798481,76.654884,2026-08-04 11:10:57.175 -0700
R000014,2026-08-04 23:41:02.000 -0700,A107,Orange,Fruits,Nashik,Jaipur,3.42,,0.23,74,85.5,21.20045,78.456299,2026-08-04 11:11:02.196 -0700
R000015,2026-08-04 23:41:07.000 -0700,A111,Frozen Prawns,Frozen Foods,Nagpur,Raipur,-18.89,46,0.31,84,43.3,10.263954,76.180686,2026-08-04 11:11:07.210 -0700
R000016,2026-08-04 23:41:12.000 -0700,A104,Frozen Corn,Frozen Foods,Pune,Hyderabad,-19.83,45,0.6,80,54.3,22.230502,75.102278,2026-08-04 11:11:12.234 -0700
R000017,2026-08-04 23:41:17.000 -0700,A109,Asparagus,Exotic Fruits & Vegetables,Indore,Delhi,2.03,100,0.7,86,49.4,12.666812,77.096655,2026-08-04 11:11:17.219 -0700
R000018,2026-08-04 23:41:22.000 -0700,A107,Pineapple,Fruits,Hyderabad,Chennai,8.34,90,0.73,81,60.5,10.279617,76.922999,2026-08-04 11:11:22.227 -0700
R000019,2026-08-04 23:41:27.000 -0700,A104,Carrot,Vegetables,Hyderabad,Bengaluru,5.21,100,0.35,83,87.1,30.293392,76.999978,2026-08-04 11:11:27.238 -0700
R000020,2026-08-04 23:41:32.000 -0700,A104,Frozen French Fries,Frozen Foods,Chennai,Coimbatore,-19.09,47,0.24,71,79.8,19.90277,73.394763,2026-08-04 11:11:32.244 -0700
R000021,2026-08-04 23:41:37.000 -0700,A112,Green Peas,Vegetables,Indore,Delhi,0.33,95,0.28,74,66.1,30.106911,76.939967,2026-08-04 11:11:37.264 -0700
R000022,2026-08-04 23:41:42.000 -0700,A109,Blood Plasma,Pharmaceuticals,Kochi,Bengaluru,-27.56,47,0.42,72,39.7,17.264785,78.95849,2026-08-04 11:11:42.288 -0700
R000023,2026-08-04 23:41:47.000 -0700,A102,Cauliflower,Vegetables,Pune,Lucknow,,96,0.47,88,53,30.455929,76.219378,2026-08-04 11:11:47.308 -0700
R000024,2026-08-04 23:41:52.000 -0700,A114,Carrot,Vegetables,Bengaluru,Kochi,7.64,95,0.53,90,67.1,30.255664,76.595638,2026-08-04 11:11:52.325 -0700
R000025,2026-08-04 23:41:57.000 -0700,A103,Vaccines,Pharmaceuticals,Nagpur,Raipur,3.29,41,0.45,68,68,17.774484,78.639112,2026-08-04 11:11:57.337 -0700
R000026,2026-08-04 23:42:02.000 -0700,A112,Green Peas,Vegetables,Indore,Delhi,0.06,91,0.64,87,88.5,30.226,76.583011,2026-08-04 11:12:02.342 -0700
R000027,2026-08-04 23:42:07.000 -0700,A109,Tomato,Vegetables,Mumbai,Delhi,8.27,,0.69,96,82.5,22.13171,75.935655,2026-08-04 11:12:07.372 -0700
R000028,2026-08-04 23:42:12.000 -0700,A106,Cabbage,Vegetables,Pune,Nagpur,5.23,96,0.76,57,86.5,30.594287,76.470717,2026-08-04 11:12:12.415 -0700
R000029,2026-08-04 23:42:17.000 -0700,A115,Cauliflower,Vegetables,Visakhapatnam,Bhubaneswar,0.99,99,0.22,79,31.5,30.650435,76.492024,2026-08-04 11:12:17.407 -0700
R000030,2026-08-04 23:42:22.000 -0700,A110,Biologics,Pharmaceuticals,Pune,Hyderabad,5.66,43,0.18,75,77.1,17.809432,78.769961,2026-08-04 11:12:22.391 -0700
R000031,2026-08-04 23:42:27.000 -0700,A115,Frozen Meat,Frozen Foods,Lucknow,Patna,-18.96,40,0.23,99,81.3,19.602035,72.77849,2026-08-04 11:12:27.407 -0700
R000032,2026-08-04 23:42:32.000 -0700,A115,Grapes,Fruits,Indore,Bhopal,,94,0.5,77,42.3,19.342832,74.349108,2026-08-04 11:12:32.406 -0700
R000033,2026-08-04 23:42:37.000 -0700,A108,Biologics,Pharmaceuticals,Visakhapatnam,Bhubaneswar,2.75,48,0.17,94,72.5,17.51544,78.939286,2026-08-04 11:12:37.419 -0700
R000034,2026-08-04 23:42:42.000 -0700,A112,Biologics,Pharmaceuticals,Hyderabad,Bengaluru,11.84,42,0.33,71,34.6,17.490303,78.316825,2026-08-04 11:12:42.461 -0700
R000035,2026-08-04 23:42:47.000 -0700,A114,Frozen Peas,Frozen Foods,Pune,Lucknow,-18.55,60,0.36,65,88.6,30.996392,76.392627,2026-08-04 11:12:47.452 -0700
R000036,2026-08-04 23:42:52.000 -0700,A103,Antibiotics,Pharmaceuticals,Nagpur,Raipur,4.81,32,0.16,53,56.2,17.830949,78.88514,2026-08-04 11:12:52.501 -0700
R000037,2026-08-04 23:42:57.000 -0700,A115,Strawberries,Fruits,Bengaluru,Kochi,1.26,95,0.66,89,59.8,18.589974,73.528613,2026-08-04 11:12:57.525 -0700
R000038,2026-08-04 23:43:02.000 -0700,A110,Papaya,Fruits,Visakhapatnam,Bhubaneswar,11.43,85,0.68,83,68.4,17.974016,78.980201,2026-08-04 11:13:02.552 -0700
R000039,2026-08-04 23:43:07.000 -0700,A105,Orange,Fruits,Hyderabad,Kolkata,6,85,0.6,51,41.6,20.714672,78.446131,2026-08-04 11:13:07.534 -0700
R000040,2026-08-04 23:43:12.000 -0700,A104,Apple,Fruits,Kochi,Mumbai,0.86,93,0.6,43,60.4,34.77398,74.049663,2026-08-04 11:13:12.539 -0700
R000041,2026-08-04 23:43:17.000 -0700,A110,Blood Plasma,Pharmaceuticals,Hyderabad,Chennai,-23.72,31,0.33,81,74.1,17.608147,78.901964,2026-08-04 11:13:17.547 -0700
R000042,2026-08-04 23:43:22.000 -0700,A110,Avocados,Exotic Fruits & Vegetables,Pune,Nagpur,5.64,78,0.2,60,78.5,13.02282,77.301144,2026-08-04 11:13:22.593 -0700
R000043,2026-08-04 23:43:28.000 -0700,A102,Apple,Fruits,Nagpur,Raipur,1.94,92,0.55,74,71.7,34.757839,75.120341,2026-08-04 11:13:27.623 -0700
R000044,2026-08-04 23:43:33.000 -0700,A108,Papaya,Fruits,Kochi,Mumbai,12.54,85,0.19,55,52,17.602531,78.912624,2026-08-04 11:13:32.631 -0700
R000045,2026-08-04 23:43:38.000 -0700,A107,Insulin,Pharmaceuticals,Delhi,Amritsar,2.92,32,0.49,55,84.6,17.483839,78.655848,2026-08-04 11:13:37.668 -0700
R000046,2026-08-04 23:43:43.000 -0700,A102,Cabbage,Vegetables,Hyderabad,Chennai,1.38,100,0.2,79,52.1,30.366642,76.377727,2026-08-04 11:13:42.684 -0700
R000047,2026-08-04 23:43:48.000 -0700,A104,Onion,Vegetables,Kochi,Bengaluru,9.49,73,0.25,82,72.9,20.101152,74.760924,2026-08-04 11:13:47.709 -0700
R000048,2026-08-04 23:43:53.000 -0700,A106,Papaya,Fruits,Mumbai,Jaipur,11.61,90,0.69,43,34.4,17.745145,78.100004,2026-08-04 11:13:52.711 -0700
R000049,2026-08-04 23:43:58.000 -0700,A103,Strawberries,Fruits,Delhi,Amritsar,,95,0.65,48,73.4,18.529148,73.703247,2026-08-04 11:13:57.732 -0700
R000050,2026-08-04 23:44:03.000 -0700,A108,Asparagus,Exotic Fruits & Vegetables,Nagpur,Hyderabad,3.86,97,0.55,55,78.8,13.14124,77.29046,2026-08-04 11:14:02.780 -0700
R000051,2026-08-04 23:44:08.000 -0700,A113,Mango,Fruits,Visakhapatnam,Bhubaneswar,10.01,87,0.13,83,49.8,17.271095,74.835766,2026-08-04 11:14:07.780 -0700
R000052,2026-08-04 23:44:13.000 -0700,A108,Vaccines,Pharmaceuticals,Visakhapatnam,Bhubaneswar,6.04,35,0.44,64,57.7,17.994685,78.147747,2026-08-04 11:14:12.831 -0700
R000053,2026-08-04 23:44:18.000 -0700,A106,Dragon Fruit,Exotic Fruits & Vegetables,Nashik,Jaipur,6.37,86,0.27,56,75.8,17.499013,78.950061,2026-08-04 11:14:17.819 -0700
R000054,2026-08-04 23:44:23.000 -0700,A101,Cauliflower,Vegetables,Hyderabad,Kolkata,0.7,98,0.27,98,89,30.513607,76.965094,2026-08-04 11:14:22.846 -0700
R000055,2026-08-04 23:44:28.000 -0700,A106,Frozen Fish,Frozen Foods,Lucknow,Patna,-18.28,,0.74,75,88.6,9.760552,76.734676,2026-08-04 11:14:27.887 -0700
R000056,2026-08-04 23:44:33.000 -0700,A110,Avocados,Exotic Fruits & Vegetables,Pune,Hyderabad,6.66,72,0.36,77,77.7,12.533678,77.71979,2026-08-04 11:14:32.894 -0700
R000057,2026-08-04 23:44:38.000 -0700,A110,Cauliflower,Vegetables,Kolkata,Guwahati,1.44,99,0.53,63,80.6,30.406749,76.869477,2026-08-04 11:14:37.950 -0700
R000058,2026-08-04 23:44:43.000 -0700,A107,Onion,Vegetables,Mumbai,Goa,1.58,65,0.25,43,47.9,20.26808,74.357118,2026-08-04 11:14:42.965 -0700
R000059,2026-08-04 23:44:48.000 -0700,A103,Banana,Fruits,Ahmedabad,Chandigarh,14.01,92,0.52,64,32.9,17.943988,80.784759,2026-08-04 11:14:48.001 -0700
R000060,2026-08-04 23:44:53.000 -0700,A112,Medicines,Pharmaceuticals,Nashik,Jaipur,22.23,58,0.29,75,89.3,17.475483,78.176181,2026-08-04 11:14:53.000 -0700
R000061,2026-08-04 23:44:58.000 -0700,A113,Apple,Fruits,Mumbai,Jaipur,3.24,94,0.7,45,78,34.475137,74.419963,2026-08-04 11:14:58.036 -0700
R000062,2026-08-04 23:45:03.000 -0700,A113,Capsicum,Vegetables,Pune,Lucknow,7.49,90,0.26,74,65.7,12.767802,77.802956,2026-08-04 11:15:03.049 -0700
R000063,2026-08-04 23:45:08.000 -0700,A109,Vaccines,Pharmaceuticals,Indore,Bhopal,7.06,38,0.42,62,79.9,17.617094,78.339992,2026-08-04 11:15:08.086 -0700
R000064,2026-08-04 23:45:13.000 -0700,A111,Mango,Fruits,Mumbai,Delhi,12.97,89,0.36,98,68.6,19.047584,74.291672,2026-08-04 11:15:13.088 -0700
R000065,2026-08-04 23:45:18.000 -0700,A113,Insulin,Pharmaceuticals,Mumbai,Ahmedabad,5.58,39,0.38,57,31.9,17.181548,78.889617,2026-08-04 11:15:18.111 -0700
R000066,2026-08-04 23:45:23.000 -0700,A113,Frozen Fish,Frozen Foods,Nagpur,Hyderabad,-19.76,43,0.47,79,51.9,9.945037,76.931077,2026-08-04 11:15:23.119 -0700
